ix,iy,iz,gamma_dose_Sv_per_h,neutron_dose_Sv_per_h,total_dose_Sv_per_h,gamma_flux_cm2_s_per_primary,neutron_flux_cm2_s_per_primary
88,113,47,0.340282,0,0.340282,1.199e-08,0
89,114,47,0.0199923,0,0.0199923,4.79728e-10,0
87,113,48,0.0367604,0,0.0367604,1.28762e-08,0
88,113,48,0.04217,0,0.04217,1.50695e-08,0
88,114,48,0.0799164,0,0.0799164,1.78185e-08,0
89,114,48,0.289579,0,0.289579,2.3023e-08,0
94,120,49,0.136516,0,0.136516,2.29043e-08,0
94,120,50,0.250916,0,0.250916,2.76566e-08,0
97,128,50,0.049418,0,0.049418,5.93023e-09,0
98,128,50,0.0737043,0,0.0737043,2.55254e-08,0
102,128,50,0.0151996,0,0.0151996,4.35213e-09,0
97,129,50,0.272774,0,0.272774,6.25978e-08,0
101,129,50,0.0439552,0,0.0439552,1.15549e-08,0
102,129,50,0.087433,0,0.087433,2.93182e-08,0
96,131,50,0.418317,0,0.418317,1.3051e-08,0
97,131,50,0.0297298,0,0.0297298,9.14429e-09,0
95,120,51,0.131323,0,0.131323,1.10161e-08,0
107,121,51,0.0472038,0,0.0472038,1.64339e-08,0
101,122,51,0,0.636688,0.636688,0,2.11373e-08
105,122,51,0.080881,0,0.080881,1.23522e-08,0
107,122,51,0.282388,0,0.282388,6.77608e-09,0
101,123,51,0,0.450783,0.450783,0,1.32083e-08
104,123,51,0.0959812,0,0.0959812,9.99878e-09,0
103,125,51,0.171442,0,0.171442,4.11386e-09,0
104,125,51,0.0788942,0,0.0788942,1.46711e-08,0
95,128,51,0.190795,0,0.190795,2.41591e-08,0
101,128,51,0.015619,0,0.015619,3.74788e-10,0
102,128,51,0.0102496,0,0.0102496,3.42401e-09,0
95,129,51,0.0332373,0,0.0332373,9.8222e-09,0
97,129,51,0.123486,0,0.123486,9.66665e-09,0
102,129,51,0.175669,0,0.175669,3.55788e-08,0
97,132,51,0.0405969,0,0.0405969,8.61648e-09,0
93,117,52,0.14247,0,0.14247,8.49581e-09,0
94,117,52,0.0485164,0,0.0485164,1.55042e-08,0
93,118,52,0.00437892,0,0.00437892,1.5153e-09,0
94,120,52,0.660992,0,0.660992,2.66158e-08,0
95,120,52,0.103994,0,0.103994,1.10607e-08,0
98,121,52,0.000150058,0,0.000150058,3.60073e-12,0
101,121,52,0.48923,0,0.48923,1.22626e-08,0
106,121,52,0.0791437,0,0.0791437,1.4771e-08,0
107,121,52,0.0386761,0,0.0386761,1.01781e-08,0
95,122,52,0,0.854719,0.854719,0,2.41614e-08
98,122,52,0.378329,0,0.378329,3.6846e-08,0
99,122,52,0.100373,0,0.100373,8.83333e-09,0
100,122,52,0,0.674294,0.674294,0,1.54712e-08
101,122,52,0,0.457173,0.457173,0,1.55391e-08
102,122,52,0.136141,0,0.136141,2.7217e-08,0
103,122,52,0.031101,0,0.031101,9.72492e-09,0
104,122,52,0.391847,0,0.391847,2.26187e-08,0
106,122,52,0.220843,0,0.220843,2.95048e-08,0
97,123,52,0.0719746,0,0.0719746,1.39214e-08,0
100,123,52,0,0.845683,0.845683,0,2.12619e-08
102,123,52,0.0316811,0.300936,0.332617,8.35611e-09,8.12431e-09
103,123,52,0.395369,0,0.395369,3.46509e-08,0
104,123,52,0.306006,0,0.306006,3.22243e-08,0
96,124,52,0.0283124,0.651497,0.679809,9.45285e-09,1.60182e-08
97,124,52,0,0.119201,0.119201,0,2.80581e-09
96,125,52,0,1.30209,1.30209,0,3.14634e-08
97,125,52,0,0.112416,0.112416,0,2.65871e-09
96,126,52,0,0.859284,0.859284,0,2.35381e-08
97,126,52,0,0.890806,0.890806,0,1.98315e-08
102,128,52,0.524938,0,0.524938,2.39808e-08,0
103,128,52,0.336177,0,0.336177,4.7422e-08,0
101,129,52,0.0552093,0,0.0552093,6.3891e-09,0
101,130,52,0.637108,0,0.637108,1.67279e-08,0
102,132,52,0.0531422,0,0.0531422,2.23741e-09,0
94,117,53,0.134091,0,0.134091,1.68951e-08,0
91,119,53,0.134598,0,0.134598,8.85145e-09,0
93,119,53,0.54148,0,0.54148,2.92453e-08,0
94,119,53,2.99858,0,2.99858,1.73397e-07,0
95,119,53,0.0780403,0,0.0780403,2.06709e-08,0
101,119,53,0,1.03311,1.03311,0,2.41566e-08
90,120,53,0.0167482,0,0.0167482,5.13052e-09,0
91,120,53,0.0222791,0,0.0222791,7.19069e-09,0
93,120,53,0.133123,0,0.133123,2.80625e-08,0
94,120,53,0.30732,0.173469,0.480789,2.65525e-08,6.93751e-09
95,120,53,0.216898,0,0.216898,2.73938e-08,0
100,120,53,0,0.28429,0.28429,0,6.63508e-09
101,120,53,0,2.98588,2.98588,0,7.47585e-08
102,120,53,0,1.08001,1.08001,0,2.91349e-08
103,120,53,0,0.664668,0.664668,0,1.64252e-08
93,121,53,0.00823381,0,0.00823381,2.86039e-09,0
94,121,53,0.0167901,0,0.0167901,5.85356e-09,0
95,121,53,0.0192174,0,0.0192174,6.57629e-09,0
102,121,53,0.0982008,0.378767,0.476968,2.01311e-08,7.74396e-09
103,121,53,0,0.77598,0.77598,0,1.75491e-08
105,121,53,0.13646,0,0.13646,3.27445e-09,0
93,122,53,0,0.184255,0.184255,0,4.34369e-09
94,122,53,0.257566,1.51524,1.77281,1.67308e-08,3.20902e-08
95,122,53,0.110348,0,0.110348,2.9016e-08,0
96,122,53,0,1.75538,1.75538,0,2.15594e-08
99,122,53,0,0.693564,0.693564,0,1.39419e-08
101,122,53,0.222572,0,0.222572,2.0313e-08,0
102,122,53,0.136059,0,0.136059,1.14788e-08,0
103,122,53,3.22761,0.451728,3.67934,1.75063e-07,1.22927e-08
105,122,53,0.0208145,0,0.0208145,7.35316e-09,0
106,122,53,0.0293689,0,0.0293689,1.00005e-08,0
95,123,53,0.0454501,0.736986,0.782436,1.53742e-08,2.10849e-08
96,123,53,0.04781,1.08265,1.13046,1.04733e-08,1.29847e-08
97,123,53,0.0171687,0,0.0171687,6.15488e-09,0
99,123,53,0,0.868157,0.868157,0,2.1868e-08
102,123,53,0.0971427,0.670914,0.768057,2.8197e-09,1.60504e-08
103,123,53,0.15063,0.446056,0.596686,4.0916e-08,1.24209e-08
104,123,53,0.0221607,0,0.0221607,5.93561e-09,0
97,124,53,4.09544,0.171005,4.26645,9.80053e-08,5.18148e-09
101,125,53,0.0438352,0,0.0438352,1.54561e-08,0
96,126,53,0,0.986368,0.986368,0,2.56397e-08
97,126,53,0,0.236385,0.236385,0,5.70715e-09
96,127,53,0,0.352185,0.352185,0,7.06273e-09
102,127,53,0.486131,0,0.486131,2.03946e-08,0
100,128,53,0,61.2571,61.2571,0,3.85419e-08
102,128,53,0,7.24471,7.24471,0,4.51255e-09
103,128,53,0,31.0196,31.0196,0,1.93235e-08
97,129,53,0.473577,0,0.473577,6.09538e-08,0
103,130,53,0.0637432,0,0.0637432,1.50891e-08,0
94,131,53,0.336353,0,0.336353,1.40222e-08,0
102,131,53,0.00392239,0,0.00392239,1.0174e-09,0
103,131,53,0.0309596,0,0.0309596,8.3238e-09,0
102,132,53,0.0551065,0,0.0551065,1.86218e-08,0
110,133,53,0,1.01852,1.01852,0,2.33001e-08
109,134,53,0,0.171585,0.171585,0,4.37227e-09
111,134,53,0.154366,0,0.154366,1.49192e-08,0
105,115,54,0.0412691,0,0.0412691,1.4045e-08,0
104,116,54,0.115036,0,0.115036,5.97921e-09,0
105,116,54,0.0171622,0,0.0171622,6.04783e-09,0
90,119,54,0.0947354,0,0.0947354,1.59916e-08,0
95,119,54,0,0.283773,0.283773,0,8.51658e-09
101,119,54,0,0.34115,0.34115,0,7.96137e-09
102,119,54,0,0.422284,0.422284,0,1.04655e-08
103,119,54,0.00558147,0,0.00558147,1.03021e-09,0
104,119,54,0.0252745,0,0.0252745,6.21094e-09,0
90,120,54,0.0721133,0,0.0721133,2.52776e-09,0
94,120,54,0.607145,0.855936,1.46308,5.78418e-08,2.09645e-08
95,120,54,0,1.22083,1.22083,0,3.24224e-08
97,120,54,0,1.43716,1.43716,0,1.00827e-08
99,120,54,3.29252,0,3.29252,4.45668e-08,0
101,120,54,0,3.45231,3.45231,0,8.47183e-08
104,120,54,0.441225,0,0.441225,3.69508e-08,0
105,120,54,0.104438,0,0.104438,6.61382e-09,0
89,121,54,0,1.58254,1.58254,0,3.56596e-08
90,121,54,0.245304,0.666465,0.911769,3.18525e-08,1.56928e-08
97,121,54,0,0.958625,0.958625,0,1.95874e-08
99,121,54,0.258437,0.507276,0.765713,2.54169e-08,1.21568e-08
103,121,54,0.301441,0,0.301441,1.96611e-08,0
90,122,54,0,0.060175,0.060175,0,1.21675e-09
93,122,54,0,0.742937,0.742937,0,1.89869e-08
94,122,54,0,2.11911,2.11911,0,4.24848e-08
99,122,54,0.294498,0,0.294498,1.49029e-08,0
101,122,54,0.218936,0,0.218936,2.23523e-08,0
103,122,54,0.352291,0,0.352291,2.11735e-08,0
92,123,54,0,1.40922,1.40922,0,3.15924e-08
93,123,54,0,0.906917,0.906917,0,1.98401e-08
94,123,54,0,1.19367,1.19367,0,3.21921e-08
95,123,54,0.156408,0.374159,0.530567,2.73996e-08,8.58408e-09
97,123,54,1.21418,4.18903,5.4032,3.11659e-08,2.73486e-08
99,123,54,0.0575419,0.35345,0.410991,1.58218e-08,1.20191e-08
100,123,54,0.229265,0,0.229265,5.50135e-09,0
92,124,54,0,0.752065,0.752065,0,1.56517e-08
93,124,54,0,0.391915,0.391915,0,9.03726e-09
94,124,54,0.320628,0,0.320628,3.4293e-08,0
97,125,54,0,0.612579,0.612579,0,1.60473e-08
101,125,54,0.526988,0,0.526988,2.04913e-08,0
96,126,54,0,1.05149,1.05149,0,2.17729e-08
97,126,54,0,0.20699,0.20699,0,7.43348e-09
101,127,54,0,18.7869,18.7869,0,1.20146e-08
95,128,54,0,1.34088,1.34088,0,6.41632e-09
96,128,54,0,1.61306,1.61306,0,1.94021e-08
100,128,54,0,7.67857,7.67857,0,4.86482e-09
102,128,54,0,61.4218,61.4218,0,3.8217e-08
106,128,54,0,0.506788,0.506788,0,1.17679e-08
107,128,54,0.446937,1.50762,1.95456,2.63864e-08,3.69247e-08
99,129,54,0,0.757961,0.757961,0,1.34452e-08
100,129,54,0,0.211626,0.211626,0,7.0333e-09
101,129,54,0,0.789171,0.789171,0,2.1381e-08
107,129,54,0,2.36809,2.36809,0,5.684e-08
109,129,54,0,0.359083,0.359083,0,8.05414e-09
90,130,54,0,0.760492,0.760492,0,2.33278e-08
102,130,54,0.114628,0,0.114628,2.75056e-09,0
103,130,54,0.0283391,0,0.0283391,9.90877e-09,0
104,130,54,0,0.31696,0.31696,0,9.46965e-09
93,131,54,0.427767,0,0.427767,1.87998e-08,0
101,131,54,0.031635,0,0.031635,7.22178e-09,0
105,131,54,0.0116085,0,0.0116085,3.30702e-09,0
93,132,54,0.207923,0,0.207923,1.94167e-08,0
94,132,54,0.0330344,0,0.0330344,8.04215e-09,0
101,132,54,0.0278326,0,0.0278326,7.47749e-09,0
102,132,54,0.211832,0,0.211832,3.40351e-08,0
105,132,54,0.0292725,0,0.0292725,1.02594e-08,0
108,132,54,0.644464,0,0.644464,1.54643e-08,0
90,133,54,0.0717593,0,0.0717593,1.46359e-08,0
94,133,54,0.0580104,0,0.0580104,1.38177e-08,0
101,133,54,0.140695,0,0.140695,1.57884e-08,0
107,133,54,0,0.814752,0.814752,0,1.58864e-08
109,133,54,0.0653195,0,0.0653195,1.66102e-08,0
110,133,54,0.206888,1.08239,1.28928,9.45144e-09,2.47806e-08
111,133,54,0.0605881,0.0831195,0.143708,7.32904e-09,1.86554e-09
112,133,54,0.0419113,0,0.0419113,5.62608e-09,0
101,134,54,0.0748867,0,0.0748867,1.57662e-08,0
109,134,54,0,0.286825,0.286825,0,6.4767e-09
110,134,54,0,1.22439,1.22439,0,2.83101e-08
111,134,54,0.339598,0.938639,1.27824,8.37679e-08,2.24939e-08
112,134,54,0.100477,0.812686,0.913163,2.20247e-08,1.91064e-08
100,135,54,0,1.93579,1.93579,0,2.27739e-08
111,135,54,0,0.515622,0.515622,0,1.58371e-08
100,136,54,0,3.68178,3.68178,0,2.1877e-08
105,115,55,0.0210739,0,0.0210739,5.74131e-09,0
98,116,55,0,6.55799,6.55799,0,8.90051e-09
99,116,55,0,17.5011,17.5011,0,2.37525e-08
104,116,55,0.185556,0,0.185556,2.6549e-08,0
94,117,55,0,47.6887,47.6887,0,3.30549e-08
98,117,55,0.29676,47.1684,47.4652,3.47041e-08,3.94004e-08
104,117,55,0.0593793,0.794776,0.854156,6.16459e-09,2.01654e-08
105,117,55,0,0.197176,0.197176,0,4.74724e-09
93,118,55,0,267.042,267.042,0,4.18159e-07
94,118,55,0,104.116,104.116,0,1.13016e-07
95,118,55,0,20.5522,20.5522,0,1.27914e-08
96,118,55,3.29871,0,3.29871,1.76314e-07,0
98,118,55,0,18.5917,18.5917,0,1.21738e-08
99,118,55,0,13.262,13.262,0,1.31295e-08
102,118,55,0,16.0458,16.0458,0,3.93189e-07
104,118,55,0,13.3375,13.3375,0,2.85957e-07
96,119,55,0,318.329,318.329,0,2.75513e-07
97,119,55,0,0.365582,0.365582,0,8.04496e-09
98,119,55,1.21264,0.442494,1.65513,2.39345e-07,8.59977e-09
99,119,55,0,14.1503,14.1503,0,1.54883e-08
100,119,55,0,57.8612,57.8612,0,6.34965e-08
102,119,55,0,5.17705,5.17705,0,1.11453e-07
103,119,55,0.0348425,10.9301,10.965,1.15144e-08,2.17445e-07
104,119,55,0.115102,0,0.115102,2.09927e-08,0
94,120,55,1.54557,0.787284,2.33285,3.15722e-07,1.7222e-08
95,120,55,0.371998,100.587,100.959,2.41435e-08,8.99375e-08
96,120,55,0,1.59778,1.59778,0,1.9792e-08
97,120,55,0,7.64925,7.64925,0,6.48717e-08
99,120,55,0.22276,0.329502,0.552262,2.1662e-08,9.79673e-09
100,120,55,0,17.1292,17.1292,0,1.52333e-08
101,120,55,0,2.8359,2.8359,0,5.14312e-08
102,120,55,0,2.17894,2.17894,0,3.60776e-08
103,120,55,0.0218011,1.9369,1.9587,7.39575e-09,4.22663e-08
104,120,55,0.0544434,0,0.0544434,1.98188e-08,0
89,121,55,0,0.24067,0.24067,0,5.41357e-09
90,121,55,0,0.635332,0.635332,0,1.73856e-08
95,121,55,0.812565,26.9543,27.7669,3.68562e-08,2.01655e-08
96,121,55,0,22.7771,22.7771,0,1.57668e-07
97,121,55,0,17.2431,17.2431,0,4.88475e-08
98,121,55,0,1.47874,1.47874,0,3.19537e-08
99,121,55,0,7.30119,7.30119,0,1.52959e-07
100,121,55,0.119105,209.202,209.321,2.15154e-08,2.63385e-07
101,121,55,0,0.846648,0.846648,0,1.97829e-08
102,121,55,0,16.1399,16.1399,0,4.01903e-07
103,121,55,0.00433607,0,0.00433607,1.47734e-09,0
104,121,55,0.0350216,0,0.0350216,1.02544e-08,0
106,121,55,0,0.17838,0.17838,0,5.12607e-09
89,122,55,0,0.448418,0.448418,0,1.01536e-08
90,122,55,0,1.94887,1.94887,0,2.96888e-08
91,122,55,0.0348097,0,0.0348097,3.72357e-09,0
94,122,55,0,1.97797,1.97797,0,1.26671e-08
96,122,55,0,6.73557,6.73557,0,2.83738e-08
97,122,55,5.17008,0,5.17008,1.32708e-07,0
99,122,55,0,0.322406,0.322406,0,6.3028e-09
102,122,55,0,0.713112,0.713112,0,1.39913e-08
103,122,55,0.049979,0,0.049979,8.71582e-09,0
104,122,55,0.0928462,22.9185,23.0114,1.69248e-08,1.42823e-08
105,122,55,0.430774,35.0409,35.4716,1.18841e-08,4.10825e-08
106,122,55,1.05388,0.913244,1.96712,2.90741e-08,8.65867e-09
91,123,55,0.0202037,0,0.0202037,6.94566e-09,0
92,123,55,0.450333,0.439276,0.889609,5.1497e-08,1.20496e-08
93,123,55,0,0.303226,0.303226,0,8.06453e-09
94,123,55,0,2.9338,2.9338,0,4.42493e-08
95,123,55,0,8.05197,8.05197,0,2.39948e-08
96,123,55,0,0.810721,0.810721,0,4.01141e-09
97,123,55,0,4.16339,4.16339,0,2.36194e-08
98,123,55,0,12.6042,12.6042,0,3.39983e-08
99,123,55,0,0.460675,0.460675,0,1.57249e-08
100,123,55,0.0404411,0,0.0404411,1.26942e-08,0
101,123,55,3.55552,0,3.55552,3.63002e-07,0
103,123,55,0.0159381,0,0.0159381,5.39345e-09,0
104,123,55,0.955636,38.223,39.1786,4.76521e-08,2.53953e-08
92,124,55,0.0982953,0.237739,0.336034,3.52733e-09,5.9369e-09
95,124,55,0.69605,0,0.69605,2.15266e-07,0
101,124,55,0.0605399,0,0.0605399,1.6559e-08,0
102,124,55,0.015675,0,0.015675,5.30442e-09,0
103,124,55,0.271556,0,0.271556,9.18945e-08,0
104,124,55,0.188757,0,0.188757,3.38932e-08,0
106,124,55,0,6.0731,6.0731,0,1.19825e-07
92,125,55,0.0626131,0,0.0626131,2.07569e-08,0
93,125,55,0.0240515,0,0.0240515,3.21027e-09,0
94,125,55,1.88683,0,1.88683,3.63041e-07,0
97,125,55,0,2.13731,2.13731,0,5.15911e-08
101,125,55,0.303901,0,0.303901,1.10525e-08,0
102,125,55,0.254448,0,0.254448,2.60486e-08,0
104,125,55,0.00737444,0,0.00737444,2.60758e-09,0
97,126,55,0,1.88779,1.88779,0,4.44851e-08
98,126,55,0,0.131429,0.131429,0,3.3368e-09
101,127,55,0,35.7686,35.7686,0,2.29917e-08
102,127,55,0.863588,0,0.863588,2.99537e-08,0
103,127,55,0.124515,0,0.124515,3.95296e-09,0
106,127,55,0,0.67506,0.67506,0,2.29456e-08
91,128,55,0,14.198,14.198,0,2.10842e-08
93,128,55,0,6.83929,6.83929,0,1.53909e-07
95,128,55,0,28.38,28.38,0,2.8613e-08
96,128,55,0,11.1241,11.1241,0,2.32615e-07
99,128,55,1.02761,0,1.02761,4.17223e-08,0
100,128,55,0,19.583,19.583,0,1.2183e-08
106,128,55,2.86784,0,2.86784,6.88156e-08,0
107,128,55,0,3.43251,3.43251,0,7.94964e-08
108,128,55,0,1.34391,1.34391,0,3.15374e-08
109,128,55,0,0.0157724,0.0157724,0,4.4826e-10
91,129,55,0,4.82261,4.82261,0,1.12744e-07
92,129,55,0,22.8978,22.8978,0,6.92101e-08
99,129,55,0,1.19886,1.19886,0,1.57472e-08
100,129,55,0,13.3886,13.3886,0,2.67643e-07
102,129,55,0.182237,0,0.182237,2.63049e-08,0
103,129,55,0.0568323,0,0.0568323,1.40454e-08,0
104,129,55,0.283198,3.99717,4.28037,3.94137e-08,3.65165e-09
105,129,55,0.0810043,2.83047,2.91147,1.19166e-08,5.72458e-08
106,129,55,0.89674,0.222856,1.1196,1.11482e-07,4.50723e-09
107,129,55,0,1.53412,1.53412,0,3.72727e-08
108,129,55,0.558869,0.472151,1.03102,1.94773e-08,1.04178e-08
109,129,55,0.244081,0.677649,0.92173,6.73364e-09,1.47867e-08
89,130,55,0,7.05792,7.05792,0,2.4677e-08
90,130,55,0,1.7802,1.7802,0,4.0092e-08
91,130,55,0.490799,1.64428,2.13508,6.00398e-09,3.36389e-08
92,130,55,0.0826345,0,0.0826345,2.71138e-08,0
103,130,55,0.107092,0,0.107092,2.56974e-09,0
104,130,55,0.0764463,127.516,127.592,2.32091e-08,1.39112e-07
105,130,55,1.06177,1.59197,2.65374,1.46613e-07,3.55137e-08
106,130,55,0.080993,9.58342,9.66441,1.0069e-08,1.02359e-08
89,131,55,0,11.639,11.639,0,2.77438e-08
91,131,55,0.832508,0,0.832508,2.18819e-08,0
92,131,55,0.0409515,0,0.0409515,8.81835e-09,0
101,131,55,0.0938911,0,0.0938911,8.06736e-09,0
102,131,55,0.200809,0,0.200809,2.59311e-08,0
103,131,55,0,35.7683,35.7683,0,2.97679e-08
104,131,55,0,9.17465,9.17465,0,7.36279e-09
105,131,55,0.0149774,43.8819,43.8969,4.15114e-09,2.96998e-08
106,131,55,0,21.6582,21.6582,0,8.17143e-08
107,131,55,0,0.0508094,0.0508094,0,1.22451e-09
90,132,55,0.02603,0,0.02603,9.03032e-09,0
91,132,55,0.191335,0,0.191335,4.05362e-08,0
92,132,55,0.882089,0,0.882089,8.11649e-08,0
100,132,55,0.340622,0,0.340622,2.94653e-08,0
101,132,55,0.711604,544.789,545.5,3.26317e-08,3.39622e-07
102,132,55,0,1.32134,1.32134,0,2.72413e-08
105,132,55,0.0422964,0,0.0422964,1.01493e-09,0
106,132,55,0,5.67379,5.67379,0,5.25716e-08
107,132,55,0,0.432949,0.432949,0,9.3382e-09
108,132,55,0,1.27382,1.27382,0,3.0454e-08
90,133,55,0.0324236,0,0.0324236,1.12707e-08,0
91,133,55,0.0266293,0,0.0266293,6.38987e-10,0
101,133,55,0,0.454246,0.454246,0,1.07518e-08
102,133,55,0.429494,0.987154,1.41665,1.92256e-08,2.44321e-08
106,133,55,0,3.11853,3.11853,0,3.19308e-08
107,133,55,0,1.49529,1.49529,0,3.09496e-08
108,133,55,0.0589596,0.536667,0.595627,1.8642e-08,1.13702e-08
109,133,55,0.109571,0,0.109571,9.22543e-09,0
110,133,55,0.914198,1.4532,2.36739,9.25561e-08,3.59804e-08
111,133,55,0.257235,0,0.257235,2.6639e-08,0
100,134,55,0,10.5824,10.5824,0,3.5576e-08
101,134,55,0,16.4828,16.4828,0,4.68784e-08
102,134,55,0.0634552,0,0.0634552,1.79231e-08,0
110,134,55,0,0.323503,0.323503,0,7.65298e-09
111,134,55,3.09753,1.26551,4.36305,8.07614e-08,3.24719e-08
100,135,55,0,1.29682,1.29682,0,7.21736e-09
101,135,55,0.122473,6.76077,6.88324,7.08828e-09,3.88564e-08
111,135,55,0.0822955,0,0.0822955,2.99089e-09,0
103,113,56,0,6.13663,6.13663,0,7.95114e-09
104,113,56,0,11.1562,11.1562,0,1.94229e-08
105,113,56,0,3.17444,3.17444,0,5.82775e-09
86,114,56,0.342199,0,0.342199,1.91256e-08,0
87,114,56,0.099625,0,0.099625,1.9052e-08,0
104,114,56,0,3.98443,3.98443,0,7.29663e-09
105,114,56,0,18.6018,18.6018,0,3.61256e-08
86,115,56,0.0480419,0,0.0480419,1.18558e-08,0
87,115,56,0.0375946,0,0.0375946,1.30874e-08,0
93,116,56,0,16.5343,16.5343,0,1.17589e-08
95,116,56,1.10733,0,1.10733,1.03619e-07,0
96,116,56,0.356705,0,0.356705,1.14527e-07,0
97,116,56,0.0342075,0,0.0342075,8.34204e-09,0
100,116,56,0,179.97,179.97,0,2.52683e-07
103,116,56,0.00272713,0,0.00272713,6.54393e-11,0
86,117,56,0,0.462584,0.462584,0,9.82564e-09
86,118,56,0,0.139564,0.139564,0,3.16597e-09
87,118,56,0,0.664213,0.664213,0,1.78469e-08
91,118,56,0,24.516,24.516,0,3.55799e-08
87,119,56,0,1.04992,1.04992,0,3.3553e-08
88,119,56,0,0.0831657,0.0831657,0,2.65877e-09
91,119,56,0,5.41035,5.41035,0,7.84668e-09
107,121,56,0.216566,0,0.216566,5.97456e-09,0
90,122,56,0,0.71722,0.71722,0,3.07645e-09
90,123,56,0,5.16043,5.16043,0,2.19128e-08
108,126,56,0,0.511866,0.511866,0,1.74808e-08
107,127,56,0,0.329902,0.329902,0,1.12573e-08
108,127,56,0,0.464182,0.464182,0,1.58523e-08
91,128,56,0,13.9817,13.9817,0,8.7062e-09
107,128,56,0.0297544,0.313752,0.343507,7.62523e-10,1.05645e-08
108,128,56,0,0.54504,0.54504,0,1.50654e-08
109,128,56,0,0.36062,0.36062,0,8.03291e-09
108,129,56,0.0142126,2.12045,2.13466,8.89778e-10,5.18528e-08
109,129,56,0,0.1612,0.1612,0,3.58428e-09
89,130,56,0,1.6053,1.6053,0,3.17091e-08
90,130,56,0.111215,1.12603,1.23725,2.68005e-09,2.21416e-08
91,130,56,8.1249,0.739038,8.86393,9.93924e-08,1.45304e-08
89,131,56,0,9.47611,9.47611,0,2.23722e-08
110,131,56,0.103974,0,0.103974,1.43547e-08,0
92,132,56,0.829524,0,0.829524,1.01471e-08,0
96,132,56,0,7.02614,7.02614,0,2.38185e-07
97,132,56,0.419725,0,0.419725,1.31367e-08,0
100,132,56,0.058037,0,0.058037,7.27482e-09,0
101,132,56,5.03316,0,5.03316,2.61106e-07,0
102,132,56,0,6.16948,6.16948,0,1.58008e-08
104,132,56,0,361.675,361.675,0,2.47584e-07
106,132,56,0,7.28751,7.28751,0,5.35598e-09
107,132,56,0,1.00163,1.00163,0,2.36054e-08
110,132,56,0,0.464303,0.464303,0,1.40032e-08
96,133,56,0,0.545891,0.545891,0,1.85113e-08
101,133,56,0,9.48982,9.48982,0,1.37366e-08
102,133,56,0,10.0408,10.0408,0,1.43656e-08
110,133,56,0,0.84231,0.84231,0,2.5441e-08
100,134,56,0,5.88122,5.88122,0,1.04265e-08
101,134,56,0,12.3254,12.3254,0,3.90912e-08
102,134,56,0,25.8431,25.8431,0,4.28203e-08
103,134,56,0,14.934,14.934,0,2.30001e-08
101,135,56,0,0.208213,0.208213,0,5.84193e-09
86,113,57,0.136793,0,0.136793,2.21895e-08,0
87,113,57,0.079421,0,0.079421,1.52987e-08,0
94,113,57,0,2.9216,2.9216,0,1.19542e-08
95,113,57,0,28.7509,28.7509,0,5.05467e-08
103,113,57,0,22.8919,22.8919,0,3.27927e-08
104,113,57,0,4.26288,4.26288,0,7.69171e-09
85,114,57,0.446668,0,0.446668,1.60108e-08,0
87,114,57,0.0817664,0,0.0817664,2.50577e-08,0
93,114,57,0,5.93308,5.93308,0,2.51815e-08
103,114,57,0,9.51651,9.51651,0,1.19751e-08
104,114,57,0,22.5095,22.5095,0,3.71864e-08
85,115,57,0,0.574389,0.574389,0,1.54469e-08
86,115,57,0.0163159,0.479591,0.495906,2.86824e-09,1.16012e-08
87,115,57,0.0520298,0,0.0520298,1.82893e-08,0
103,115,57,0,53.2651,53.2651,0,5.94366e-08
85,116,57,0,0.321593,0.321593,0,8.36281e-09
86,116,57,0,1.06414,1.06414,0,2.53942e-08
93,116,57,0,6.05844,6.05844,0,4.35643e-09
94,116,57,0,49.3797,49.3797,0,3.9601e-08
102,116,57,0,6.48415,6.48415,0,7.11567e-09
103,116,57,0.110899,415.73,415.841,8.64044e-09,2.74143e-07
104,116,57,0,3.50142,3.50142,0,7.62716e-08
85,117,57,0,0.404487,0.404487,0,9.24964e-09
86,117,57,0,3.07197,3.07197,0,6.55936e-08
87,117,57,0,0.94215,0.94215,0,1.88411e-08
91,117,57,0.155873,0,0.155873,3.77719e-09,0
86,118,57,0,0.84077,0.84077,0,2.0193e-08
87,118,57,0,0.841805,0.841805,0,2.26091e-08
88,118,57,0,0.302663,0.302663,0,6.32748e-09
89,118,57,0,2.05464,2.05464,0,3.47511e-08
87,119,57,0,0.737789,0.737789,0,2.24561e-08
88,119,57,0,3.14369,3.14369,0,5.07212e-08
89,119,57,0,0.599697,0.599697,0,9.10079e-09
90,119,57,0,0.532643,0.532643,0,7.88017e-09
91,119,57,0.0114587,15.5342,15.5456,4.60023e-10,1.59991e-08
90,120,57,0,1.38614,1.38614,0,1.82944e-08
91,120,57,0.480767,0,0.480767,9.35817e-08,0
107,121,57,0.123394,0,0.123394,4.35796e-09,0
108,121,57,0.294238,0,0.294238,1.2967e-08,0
90,122,57,0,2.21734,2.21734,0,9.07355e-09
91,122,57,0,2.29441,2.29441,0,8.93704e-09
107,127,57,0.00429927,1.09273,1.09703,1.52479e-10,3.74112e-08
78,128,57,0.483864,0,0.483864,3.54433e-08,0
79,128,57,0.00671731,0,0.00671731,6.3578e-10,0
89,128,57,0,27.8131,27.8131,0,1.92802e-08
107,128,57,4.42153,0.655767,5.07729,1.67587e-07,1.82804e-08
108,128,57,0,1.52193,1.52193,0,3.6133e-08
109,128,57,0,0.870157,0.870157,0,1.82621e-08
