ix,iy,iz,gamma_dose_Sv_per_h,neutron_dose_Sv_per_h,total_dose_Sv_per_h,gamma_flux_cm2_s_per_primary,neutron_flux_cm2_s_per_primary
86,133,65,1.22145,0.579056,1.80051,3.36972e-08,1.59611e-08
105,133,65,0.0694544,0,0.0694544,5.21559e-09,0
110,133,65,0,5.86644,5.86644,0,1.36881e-08
111,133,65,0,5.18914,5.18914,0,1.61292e-08
85,134,65,0,0.731705,0.731705,0,1.90247e-08
86,134,65,0,5.4675,5.4675,0,1.23291e-07
101,134,65,0,2.60705,2.60705,0,6.32937e-08
111,134,65,0,0.848721,0.848721,0,2.27221e-09
90,135,65,0,0.901456,0.901456,0,1.86913e-08
100,135,65,0,7.53766,7.53766,0,3.32136e-08
101,135,65,0,31.5928,31.5928,0,7.02366e-08
100,136,65,0,2.94196,2.94196,0,4.83461e-08
101,136,65,0.165298,2.65541,2.82071,4.31475e-08,9.73653e-09
89,137,65,0.184061,0,0.184061,6.47266e-08,0
90,137,65,0.0310525,0,0.0310525,9.08414e-09,0
95,137,65,0.110446,0,0.110446,1.25271e-08,0
100,137,65,0.0344684,0.738697,0.773165,7.47852e-09,2.06627e-08
101,137,65,0.0294369,0.49811,0.527547,7.97444e-09,1.53877e-08
90,138,65,0.0509382,0,0.0509382,1.78074e-08,0
95,138,65,0.227945,0,0.227945,9.2472e-09,0
96,138,65,0.0817834,0,0.0817834,2.91426e-08,0
97,138,65,0.148168,0,0.148168,3.73651e-08,0
98,138,65,0.159549,0,0.159549,5.7015e-08,0
100,138,65,0,0.0066478,0.0066478,0,2.23496e-10
101,138,65,0,0.203482,0.203482,0,6.53079e-09
90,139,65,0,0.485589,0.485589,0,1.05803e-08
91,139,65,0.485306,0.592068,1.07737,4.45962e-08,1.36405e-08
90,140,65,0.537826,0,0.537826,4.54335e-08,0
95,140,65,0.0435887,0,0.0435887,1.57948e-08,0
90,141,65,0.342228,0,0.342228,6.37282e-08,0
99,141,65,0.0498379,0,0.0498379,1.78059e-08,0
88,142,65,0.0563267,0,0.0563267,9.66845e-09,0
88,143,65,0.166369,0,0.166369,5.06728e-08,0
95,104,66,0,0.0184283,0.0184283,0,4.60341e-10
98,104,66,1.67362,0,1.67362,1.08165e-07,0
94,105,66,0,1.77731,1.77731,0,3.97787e-08
95,105,66,0,0.390423,0.390423,0,8.32795e-09
99,105,66,0.10533,0,0.10533,6.80744e-09,0
98,107,66,0.626116,0,0.626116,3.53515e-08,0
90,111,66,0,0.535647,0.535647,0,1.36339e-08
102,111,66,0,0.654739,0.654739,0,1.58092e-08
88,112,66,0,0.178503,0.178503,0,5.68508e-09
89,112,66,0,0.94188,0.94188,0,2.39645e-08
90,112,66,0,2.9285,2.9285,0,7.28401e-08
91,112,66,0,0.22401,0.22401,0,5.06686e-09
97,112,66,0.825408,0,0.825408,2.11869e-08,0
99,112,66,0.444786,0,0.444786,2.61013e-08,0
100,112,66,0,0.0755855,0.0755855,0,1.89114e-09
101,112,66,0,1.51493,1.51493,0,3.92407e-08
107,112,66,0,0.919679,0.919679,0,3.11616e-08
96,113,66,0,7.44701,7.44701,0,1.12851e-07
97,113,66,0.43542,0,0.43542,1.07523e-07,0
99,113,66,0,0.174408,0.174408,0,4.90282e-09
100,113,66,0,0.625819,0.625819,0,1.68149e-08
101,113,66,0,1.99452,1.99452,0,4.4214e-08
102,113,66,0,0.241531,0.241531,0,6.54839e-09
107,113,66,0,0.601142,0.601142,0,1.22465e-08
108,113,66,0,0.873161,0.873161,0,9.59478e-09
87,114,66,0,0.179196,0.179196,0,4.24392e-09
93,114,66,0.00297852,0,0.00297852,7.14716e-11,0
94,114,66,0,0.538452,0.538452,0,1.71853e-08
95,114,66,0,94.6383,94.6383,0,1.03821e-07
97,114,66,0,1.95634,1.95634,0,1.30661e-08
99,114,66,0,82.3709,82.3709,0,1.62954e-07
100,114,66,0,0.964263,0.964263,0,1.87892e-08
101,114,66,0,0.594635,0.594635,0,1.15775e-08
108,114,66,0,2.60886,2.60886,0,1.62075e-08
109,114,66,0,2.81695,2.81695,0,1.61517e-08
86,115,66,0,0.775879,0.775879,0,1.91499e-08
87,115,66,0,1.9033,1.9033,0,5.32106e-08
94,115,66,0,0.803433,0.803433,0,2.48825e-08
96,115,66,0,0.761755,0.761755,0,2.09165e-08
97,115,66,0,9.29451,9.29451,0,2.55155e-07
101,115,66,0,0.517043,0.517043,0,1.56568e-09
102,115,66,0,4.27418,4.27418,0,4.68017e-08
104,115,66,0,10.81,10.81,0,1.09323e-08
109,115,66,0,0.702563,0.702563,0,3.80326e-09
87,116,66,0,0.158479,0.158479,0,3.76662e-09
97,116,66,0,5.41271,5.41271,0,2.16469e-07
99,116,66,0.321097,0,0.321097,1.04764e-07,0
101,116,66,0,7.11894,7.11894,0,2.0906e-08
102,116,66,0,1.41753,1.41753,0,4.24004e-09
103,116,66,0,302.409,302.409,0,3.0624e-07
104,116,66,0.0940047,5.79683,5.89084,2.59499e-09,5.87027e-09
89,117,66,0,0.751744,0.751744,0,1.79468e-08
84,118,66,0,0.46851,0.46851,0,1.22217e-08
86,118,66,0,0.926315,0.926315,0,2.35419e-08
90,118,66,0,14.1194,14.1194,0,3.48146e-08
91,118,66,0,5.18155,5.18155,0,1.17506e-08
108,118,66,0,0.931176,0.931176,0,1.81863e-08
84,119,66,0,4.0004,4.0004,0,9.81119e-08
85,119,66,0,1.85465,1.85465,0,4.51628e-08
86,119,66,0,1.60951,1.60951,0,3.91116e-08
107,119,66,0.17866,5.68727,5.86593,8.24249e-09,1.39627e-08
108,119,66,0,0.740896,0.740896,0,1.44669e-08
114,119,66,0.0650809,0,0.0650809,1.33116e-08,0
109,120,66,0,14.3868,14.3868,0,1.43179e-08
113,120,66,0.22605,0,0.22605,5.42421e-09,0
109,121,66,0,6.38564,6.38564,0,1.37584e-08
110,121,66,0,21.1825,21.1825,0,2.14419e-08
111,121,66,0,0.893187,0.893187,0,1.8691e-08
112,121,66,0,0.324037,0.324037,0,7.0984e-09
91,122,66,0,263.746,263.746,0,2.10386e-07
107,122,66,6.06311,481.45,487.513,1.00675e-07,2.99285e-07
108,122,66,0,40.0975,40.0975,0,2.53958e-08
109,122,66,0,91.5559,91.5559,0,9.34616e-08
110,122,66,0,11.5395,11.5395,0,3.93384e-08
111,122,66,0,0.52199,0.52199,0,1.08926e-08
112,122,66,0,1.59032,1.59032,0,3.41052e-08
107,123,66,7.26414,546.931,554.195,1.31882e-07,6.30118e-07
108,123,66,0.109179,49.4766,49.5858,4.59273e-09,8.59509e-08
109,123,66,0.462597,70.4488,70.9114,1.72282e-08,1.63644e-07
110,123,66,0,35.8164,35.8164,0,9.5863e-08
111,123,66,0,0.731802,0.731802,0,2.01844e-08
112,123,66,0,0.726479,0.726479,0,2.04396e-08
90,124,66,0,0.257624,0.257624,0,3.63962e-09
91,124,66,0,0.391111,0.391111,0,5.41587e-09
103,124,66,2.81133,0,2.81133,6.74596e-08,0
107,124,66,230.942,5470.05,5700.99,1.00011e-05,4.13453e-06
108,124,66,1.02006,249.145,250.165,3.5108e-08,2.82339e-07
109,124,66,0,73.7028,73.7028,0,8.84461e-08
110,124,66,0,39.4025,39.4025,0,8.87388e-08
111,124,66,0,6.06517,6.06517,0,9.94014e-08
112,124,66,0,2.44931,2.44931,0,6.49802e-08
113,124,66,0,0.117839,0.117839,0,3.38346e-09
90,125,66,0,1.46301,1.46301,0,2.10382e-08
107,125,66,3.78533,953.886,957.671,1.37371e-07,7.30373e-07
108,125,66,0.11424,39.1758,39.29,3.10758e-09,5.5229e-08
109,125,66,0.663957,110.436,111.1,2.50337e-08,1.48842e-07
110,125,66,0,0.925149,0.925149,0,1.9915e-08
111,125,66,0.590579,6.70304,7.29362,2.33237e-08,1.10803e-07
112,125,66,0.54021,1.61349,2.1537,2.13173e-08,4.90252e-08
113,125,66,0.331063,1.22304,1.5541,9.13328e-09,3.02092e-08
90,126,66,0,1.19769,1.19769,0,1.81342e-08
107,126,66,0.0469973,0,0.0469973,1.80413e-09,0
108,126,66,0,83.9055,83.9055,0,8.40074e-08
109,126,66,0.116249,96.7045,96.8208,4.47961e-09,1.28254e-07
110,126,66,0.0731492,25.3098,25.383,3.43347e-09,5.78855e-08
111,126,66,0,1.2896,1.2896,0,2.91084e-08
112,126,66,0,0.749105,0.749105,0,1.70307e-08
107,127,66,0,20.2938,20.2938,0,1.38417e-08
108,127,66,0,3.65185,3.65185,0,4.09378e-09
109,127,66,0,1.27598,1.27598,0,4.32792e-08
110,127,66,0,6.47447,6.47447,0,4.07113e-09
108,128,66,0,16.1608,16.1608,0,1.11157e-08
109,128,66,0,0.0457192,0.0457192,0,1.55133e-09
107,129,66,0,7.55892,7.55892,0,2.42962e-07
108,129,66,0,1.21534,1.21534,0,4.09397e-08
91,132,66,1.0187,0,1.0187,3.20769e-07,0
99,132,66,0,10.2947,10.2947,0,1.32657e-07
100,132,66,0.191367,0,0.191367,2.9128e-08,0
101,132,66,0,47.4278,47.4278,0,4.10487e-08
102,132,66,0,64.1217,64.1217,0,4.09229e-08
103,132,66,0.899707,0,0.899707,3.72906e-08,0
105,132,66,0.316662,0,0.316662,2.06955e-08,0
105,133,66,0.0226951,0,0.0226951,2.97212e-09,0
88,134,66,0.271366,0,0.271366,1.19071e-08,0
99,134,66,0.00192576,0.799592,0.801517,8.15626e-11,1.99146e-08
101,134,66,0,13.6876,13.6876,0,8.7362e-09
102,134,66,0.276815,0,0.276815,1.14733e-08,0
105,134,66,0.0056502,0,0.0056502,1.3558e-10,0
90,135,66,0,0.208668,0.208668,0,4.52663e-09
91,135,66,0,1.68518,1.68518,0,3.74275e-08
101,135,66,0.182596,34.794,34.9766,1.62692e-08,2.81727e-08
91,136,66,0,1.64552,1.64552,0,3.41718e-08
101,136,66,0.0386728,0,0.0386728,1.32322e-08,0
102,136,66,0.0189396,0,0.0189396,6.67057e-09,0
95,137,66,0.21761,0,0.21761,1.23484e-08,0
96,137,66,0.103464,0,0.103464,1.44574e-08,0
97,137,66,0.059294,0,0.059294,1.82503e-08,0
101,137,66,0.0360846,0,0.0360846,1.26056e-08,0
102,137,66,0.029188,0,0.029188,1.04761e-08,0
91,138,66,0.0774394,0,0.0774394,2.23137e-08,0
96,138,66,0.085916,0,0.085916,2.76674e-08,0
97,111,67,0.469809,0,0.469809,1.4555e-08,0
97,112,67,0.159314,0,0.159314,4.47232e-08,0
100,112,67,0.0224254,1.49252,1.51494,4.02679e-09,5.02487e-08
101,112,67,0.0451836,0.124413,0.169597,1.51206e-08,3.29223e-09
102,112,67,0,0.259605,0.259605,0,6.68663e-09
107,112,67,0,0.487775,0.487775,0,1.61883e-08
108,112,67,0,0.258599,0.258599,0,7.13996e-09
97,113,67,1.18648,1.43049,2.61696,5.28947e-08,1.19145e-08
100,113,67,0,0.0668319,0.0668319,0,2.22864e-09
101,113,67,0.0513574,13.2078,13.2592,1.68161e-08,9.65036e-08
102,113,67,0,2.81092,2.81092,0,7.1853e-08
107,113,67,0,0.0563645,0.0563645,0,1.87379e-09
94,114,67,0,0.178927,0.178927,0,5.69762e-09
97,114,67,0,0.617303,0.617303,0,1.88015e-08
99,114,67,0,23.1079,23.1079,0,1.58612e-08
101,114,67,0,0.745948,0.745948,0,1.45243e-08
102,114,67,0,1.7722,1.7722,0,1.98648e-08
109,114,67,0,2.62631,2.62631,0,1.46568e-08
86,115,67,0,0.175155,0.175155,0,4.19405e-09
87,115,67,0,1.13748,1.13748,0,3.03552e-08
88,115,67,0,0.209686,0.209686,0,7.11789e-09
90,115,67,0,9.1408,9.1408,0,1.3436e-08
94,115,67,0,2.43661,2.43661,0,7.64766e-08
95,115,67,0,0.962649,0.962649,0,3.01497e-08
96,115,67,0,0.707763,0.707763,0,2.17667e-08
97,115,67,0,1.9279,1.9279,0,5.8767e-08
99,115,67,0.0256051,1.07548,1.10108,1.77181e-09,3.36774e-09
101,115,67,0.00614503,8.07542,8.08156,1.47454e-10,2.47398e-08
106,115,67,0.111175,0,0.111175,2.68882e-09,0
109,115,67,0,3.15094,3.15094,0,1.69481e-08
87,116,67,0,1.48147,1.48147,0,4.05207e-08
96,116,67,0.0154402,0.503561,0.519001,1.28931e-09,1.54737e-08
97,116,67,1.65106,0,1.65106,2.46285e-07,0
99,116,67,0.191931,7.35219,7.54412,1.02956e-08,2.30945e-08
100,116,67,0.138695,37.0071,37.1457,7.52276e-09,1.16351e-07
101,116,67,0.234327,0,0.234327,1.05205e-08,0
102,116,67,1.92599,19.8402,21.7662,2.1618e-07,7.28473e-08
104,116,67,0,27.937,27.937,0,2.43642e-08
106,116,67,0.449085,0,0.449085,8.587e-09,0
87,117,67,0,1.05846,1.05846,0,2.97024e-08
108,117,67,0,1.51041,1.51041,0,2.81914e-08
86,118,67,0,1.50603,1.50603,0,3.70669e-08
87,118,67,0,0.194033,0.194033,0,6.25242e-09
89,118,67,0,3.15942,3.15942,0,6.00367e-09
91,118,67,0.0553747,0,0.0553747,4.50444e-09,0
107,118,67,0,1.02687,1.02687,0,2.00406e-08
85,119,67,0,0.647283,0.647283,0,1.59955e-08
86,119,67,0,1.03513,1.03513,0,2.74898e-08
87,119,67,0,0.508275,0.508275,0,1.21711e-08
89,119,67,0,8.13416,8.13416,0,1.20003e-08
90,119,67,0,7.14044,7.14044,0,1.11618e-08
107,119,67,2.49745,54.1712,56.6686,1.95383e-07,6.16704e-08
108,119,67,0,15.1971,15.1971,0,2.30734e-08
111,119,67,0,5.0026,5.0026,0,1.32793e-08
90,120,67,0,39.3957,39.3957,0,4.07478e-08
91,120,67,0,207.244,207.244,0,1.80814e-07
111,120,67,0,39.6766,39.6766,0,8.06629e-08
112,120,67,0,0.809318,0.809318,0,1.96726e-08
90,121,67,0,14.5221,14.5221,0,1.65264e-08
91,121,67,0,194.46,194.46,0,2.28229e-07
110,121,67,0,2.3578,2.3578,0,1.76871e-08
111,121,67,0,0.653591,0.653591,0,1.55823e-08
112,121,67,0,0.853939,0.853939,0,2.19714e-08
108,122,67,0,29.8055,29.8055,0,2.91928e-08
109,122,67,0,16.9766,16.9766,0,1.49837e-08
110,122,67,0,98.3098,98.3098,0,8.31392e-08
111,122,67,0,0.429109,0.429109,0,1.19506e-08
112,122,67,0,3.56076,3.56076,0,9.47128e-08
113,122,67,0,2.00766,2.00766,0,4.99757e-08
86,123,67,0,0.054049,0.054049,0,1.20188e-09
87,123,67,0,1.92777,1.92777,0,4.21839e-08
91,123,67,0.0899606,0,0.0899606,2.26098e-09,0
107,123,67,13.5309,738.833,752.364,6.38431e-07,7.32839e-07
108,123,67,0.0228669,207.645,207.668,5.48707e-10,1.6107e-07
109,123,67,0,73.9099,73.9099,0,9.38806e-08
110,123,67,0,53.5358,53.5358,0,8.09973e-08
111,123,67,0,0.120598,0.120598,0,4.54858e-09
112,123,67,0,1.80653,1.80653,0,5.33667e-08
113,123,67,0,1.49161,1.49161,0,2.34317e-08
90,124,67,0.0485557,0,0.0485557,3.78122e-09,0
91,124,67,0.137887,0,0.137887,7.22783e-09,0
99,124,67,18.185,0,18.185,3.64595e-07,0
102,124,67,1.83749,0,1.83749,4.40917e-08,0
107,124,67,294.953,7721.2,8016.16,1.32112e-05,5.97783e-06
108,124,67,1.21348,333.616,334.83,4.39735e-08,2.85282e-07
109,124,67,0.157876,158.542,158.7,1.04727e-08,1.20721e-07
110,124,67,0,20.8575,20.8575,0,6.65782e-08
111,124,67,0,2.54498,2.54498,0,1.59494e-08
112,124,67,0,3.42728,3.42728,0,8.9047e-08
113,124,67,0,1.02938,1.02938,0,2.52781e-08
91,125,67,0,38.065,38.065,0,2.97473e-07
107,125,67,6.02977,718.261,724.291,4.11653e-07,6.91181e-07
108,125,67,0.09278,85.8468,85.9395,3.22552e-09,9.0395e-08
109,125,67,0,96.1528,96.1528,0,1.31328e-07
110,125,67,0,22.988,22.988,0,2.57088e-08
111,125,67,0,7.05973,7.05973,0,6.91123e-08
112,125,67,0,1.00765,1.00765,0,3.53128e-08
113,125,67,0,1.8343,1.8343,0,4.31672e-08
89,126,67,0,0.792212,0.792212,0,1.55813e-08
90,126,67,0,17.2777,17.2777,0,2.45286e-08
91,126,67,0,11.9205,11.9205,0,1.89201e-07
108,126,67,0,75.617,75.617,0,6.76525e-08
109,126,67,0,53.0351,53.0351,0,5.32195e-08
110,126,67,0,43.7666,43.7666,0,5.03626e-08
111,126,67,0,2.4508,2.4508,0,6.73724e-08
112,126,67,0,0.191176,0.191176,0,5.00439e-09
89,127,67,0,2.0404,2.0404,0,4.00353e-08
107,127,67,0,88.4761,88.4761,0,6.08655e-08
109,127,67,0,1.19607,1.19607,0,1.2597e-09
110,127,67,0,0.549201,0.549201,0,1.2202e-08
111,127,67,0,1.03306,1.03306,0,2.20885e-08
108,128,67,0,1.637,1.637,0,5.49066e-08
110,128,67,0,1.68314,1.68314,0,3.53919e-08
111,128,67,0,0.0585089,0.0585089,0,1.17348e-09
87,129,67,0,0.150456,0.150456,0,3.82907e-09
107,129,67,0,0.20977,0.20977,0,6.77464e-09
108,129,67,0,0.86135,0.86135,0,2.90129e-08
109,129,67,0,0.00991378,0.00991378,0,3.33704e-10
110,129,67,0,1.2489,1.2489,0,2.47263e-08
111,129,67,0,0.379354,0.379354,0,7.53165e-09
87,130,67,0,3.17859,3.17859,0,7.84411e-08
91,130,67,0,14.3929,14.3929,0,2.79947e-07
86,131,67,0,0.37724,0.37724,0,7.33728e-09
87,131,67,0,0.423988,0.423988,0,1.26449e-08
86,132,67,0,0.332699,0.332699,0,1.055e-08
87,132,67,0,2.21738,2.21738,0,5.84735e-08
94,132,67,0,279.905,279.905,0,3.08919e-07
95,132,67,0,3.2908,3.2908,0,3.58084e-09
96,132,67,0.0619303,0,0.0619303,3.31145e-09,0
99,132,67,1.79338,0,1.79338,1.6801e-07,0
101,132,67,0,63.7762,63.7762,0,3.30134e-07
105,132,67,0.791569,43.0921,43.8837,2.13696e-08,2.87495e-07
87,133,67,0,0.377794,0.377794,0,9.62911e-09
105,133,67,0.0488494,0,0.0488494,1.17217e-09,0
93,134,67,0,1.22928,1.22928,0,2.9127e-08
94,134,67,0,0.157409,0.157409,0,3.97793e-09
95,134,67,0,5.85735,5.85735,0,1.18711e-08
96,134,67,0,2.62599,2.62599,0,4.2442e-08
98,134,67,0,0.450097,0.450097,0,1.12101e-08
99,134,67,0,0.389647,0.389647,0,9.70455e-09
102,134,67,0,13.8848,13.8848,0,1.21197e-08
104,134,67,0.00548037,0,0.00548037,1.31505e-10,0
105,134,67,0.154368,0,0.154368,7.4924e-09,0
90,135,67,0,0.487746,0.487746,0,1.21936e-08
91,135,67,0,0.16635,0.16635,0,4.15873e-09
92,135,67,0,2.07319,2.07319,0,4.47983e-08
93,135,67,0,0.942045,0.942045,0,1.86495e-08
94,135,67,0,6.90211,6.90211,0,1.45126e-08
95,135,67,0,10.0789,10.0789,0,2.26308e-08
99,135,67,0,0.402044,0.402044,0,4.53338e-10
93,136,67,0,2.95249,2.95249,0,7.83098e-08
93,137,67,0,0.445963,0.445963,0,9.92495e-09
102,137,67,0.0287271,0,0.0287271,1.02305e-08,0
89,143,67,0.101416,0,0.101416,3.29483e-08,0
96,108,68,0.0557537,0,0.0557537,1.99924e-08,0
97,110,68,0.359818,0,0.359818,3.68045e-08,0
97,112,68,0,0.104717,0.104717,0,3.95364e-09
98,112,68,0,0.187842,0.187842,0,5.55614e-09
97,113,68,0,0.748259,0.748259,0,2.22459e-08
98,113,68,0,1.63338,1.63338,0,4.68702e-08
99,113,68,0,0.362035,0.362035,0,8.85093e-09
100,113,68,0,5.84229,5.84229,0,1.87929e-08
101,113,68,0,51.4304,51.4304,0,1.07022e-07
102,113,68,0,0.413675,0.413675,0,1.0392e-08
98,114,68,0,19.4145,19.4145,0,1.46638e-08
101,114,68,0,55.6887,55.6887,0,4.44902e-08
86,115,68,0,0.0182707,0.0182707,0,5.27462e-10
87,115,68,0,0.454316,0.454316,0,1.18196e-08
89,115,68,0,30.7609,30.7609,0,4.80467e-08
90,115,68,0,47.6255,47.6255,0,6.91272e-08
95,115,68,0,2.1066,2.1066,0,6.62802e-08
97,115,68,0,0.251039,0.251039,0,7.69544e-09
99,115,68,0,18.2503,18.2503,0,1.24772e-08
100,115,68,0,6.56652,6.56652,0,2.0249e-08
103,115,68,0.00291671,0,0.00291671,1.76984e-10,0
104,115,68,0.147556,5.98121,6.12877,4.1297e-09,3.99551e-09
105,115,68,0,0.095127,0.095127,0,1.85969e-09
86,116,68,0,0.454355,0.454355,0,1.21465e-08
87,116,68,0,1.5795,1.5795,0,4.69443e-08
94,116,68,0.024281,0,0.024281,6.12311e-09,0
99,116,68,0,14.9375,14.9375,0,1.00146e-08
103,116,68,0,31.5094,31.5094,0,2.10836e-08
104,116,68,0.300403,6.02934,6.32974,7.69408e-09,4.02069e-09
105,116,68,0,73.6744,73.6744,0,7.23453e-08
108,116,68,0,6.37232,6.37232,0,3.37294e-08
87,117,68,0,0.23421,0.23421,0,6.17517e-09
108,117,68,0,0.891072,0.891072,0,4.62257e-09
109,117,68,0,0.558624,0.558624,0,1.06013e-08
88,118,68,0,8.48138,8.48138,0,1.59733e-08
89,118,68,0,11.4669,11.4669,0,2.22443e-08
107,118,68,0,62.3495,62.3495,0,8.74258e-08
108,118,68,0,0.427548,0.427548,0,8.76781e-09
109,118,68,0,41.832,41.832,0,6.78349e-08
111,118,68,0,0.402892,0.402892,0,8.18327e-09
89,119,68,0,11.1198,11.1198,0,1.89362e-08
90,119,68,0,58.7207,58.7207,0,8.35651e-08
108,119,68,0,44.3798,44.3798,0,4.81934e-08
109,119,68,0,2.23025,2.23025,0,4.07155e-08
110,119,68,0,1.6447,1.6447,0,2.81544e-08
111,119,68,0,5.01181,5.01181,0,2.45051e-08
91,120,68,0,14.938,14.938,0,1.2322e-08
110,120,68,0,0.74696,0.74696,0,1.85501e-08
111,120,68,0,1.59697,1.59697,0,4.56403e-08
112,120,68,0,0.841707,0.841707,0,2.81636e-08
113,120,68,0.143677,0,0.143677,2.67395e-08,0
114,120,68,0.0592654,0,0.0592654,1.04905e-08,0
87,121,68,0,0.835183,0.835183,0,2.8183e-08
88,121,68,0,0.139778,0.139778,0,4.07457e-09
109,121,68,0,5.48644,5.48644,0,1.19021e-08
110,121,68,0.0243886,47.1918,47.2162,1.01202e-09,9.5137e-08
111,121,68,0,4.41677,4.41677,0,9.0347e-08
112,121,68,0.0122431,1.73846,1.75071,2.72312e-09,4.67681e-08
86,122,68,0,0.262774,0.262774,0,6.57365e-09
87,122,68,0,1.71761,1.71761,0,4.74218e-08
88,122,68,0,1.07372,1.07372,0,3.20122e-08
107,122,68,0,7.14223,7.14223,0,8.97426e-09
110,122,68,0,2.93245,2.93245,0,3.30351e-09
111,122,68,0,2.21637,2.21637,0,3.46256e-08
112,122,68,0.266679,0.602422,0.869101,3.4106e-08,1.27487e-08
86,123,68,0,1.09214,1.09214,0,2.45095e-08
87,123,68,0,1.43655,1.43655,0,2.86882e-08
107,123,68,0,37.9798,37.9798,0,3.0524e-08
108,123,68,0,137.134,137.134,0,1.19381e-07
109,123,68,0,65.6019,65.6019,0,7.81017e-08
110,123,68,0,29.1235,29.1235,0,3.0955e-08
111,123,68,1.8995,3.73425,5.63375,7.66423e-08,5.4618e-08
112,123,68,0.0503648,10.8419,10.8923,1.36053e-08,4.09703e-08
113,123,68,0,9.63955,9.63955,0,7.25381e-09
91,124,68,0.00430114,0,0.00430114,1.03209e-10,0
107,124,68,0.0352994,254.824,254.859,7.54373e-09,3.0324e-07
108,124,68,0.0228203,335.774,335.797,1.13363e-09,2.89235e-07
109,124,68,0,72.1656,72.1656,0,7.7863e-08
110,124,68,0,45.7749,45.7749,0,3.61823e-08
111,124,68,0,1.51575,1.51575,0,4.13916e-08
112,124,68,0,6.25907,6.25907,0,2.72482e-08
113,124,68,0,0.414638,0.414638,0,5.95629e-09
90,125,68,0,2.57112,2.57112,0,1.74601e-09
91,125,68,0,16.8981,16.8981,0,1.16144e-08
107,125,68,0.173992,45.967,46.141,6.09038e-09,3.44001e-08
108,125,68,0.452139,214.512,214.964,1.59765e-08,1.79654e-07
109,125,68,0,113.654,113.654,0,9.6294e-08
110,125,68,0,54.2109,54.2109,0,4.56664e-08
111,125,68,0,33.5849,33.5849,0,1.15459e-07
112,125,68,0,15.8345,15.8345,0,4.58293e-08
88,126,68,0,1.10109,1.10109,0,2.15114e-08
90,126,68,0.170256,23.0217,23.192,5.38501e-09,1.55614e-08
91,126,68,0.402974,0,0.402974,1.70547e-08,0
107,126,68,0,40.8347,40.8347,0,2.54187e-08
108,126,68,0,30.5631,30.5631,0,3.94311e-08
109,126,68,0,27.6294,27.6294,0,3.05677e-08
110,126,68,0,0.780514,0.780514,0,1.7988e-08
111,126,68,0,2.00965,2.00965,0,5.21835e-08
89,127,68,0,0.608323,0.608323,0,1.19485e-08
109,127,68,0,40.5026,40.5026,0,4.23929e-08
88,128,68,0,0.201776,0.201776,0,3.94495e-09
89,128,68,0,0.361717,0.361717,0,7.07144e-09
91,128,68,0.116295,0,0.116295,5.88781e-09,0
107,128,68,0,4.74475,4.74475,0,2.36787e-08
108,128,68,0,5.22522,5.22522,0,5.512e-08
110,128,68,0,0.0713884,0.0713884,0,2.05098e-09
111,128,68,0,0.401356,0.401356,0,1.35661e-08
107,129,68,0.216041,4.02925,4.24529,2.21684e-08,8.86192e-08
108,129,68,0,3.72224,3.72224,0,5.89712e-08
109,129,68,0,0.431762,0.431762,0,1.0152e-08
110,129,68,0,1.25805,1.25805,0,2.48589e-08
111,129,68,0,1.33543,1.33543,0,2.59949e-08
87,130,68,0,3.74152,3.74152,0,4.74485e-08
88,130,68,0,0.666582,0.666582,0,2.39165e-09
89,130,68,0,6.25824,6.25824,0,8.73897e-09
91,130,68,0.147766,0,0.147766,6.00387e-09,0
108,130,68,0,3.01012,3.01012,0,6.38382e-08
109,130,68,0.507983,1.18047,1.68845,1.21894e-08,2.78419e-08
86,131,68,0,1.95872,1.95872,0,3.85432e-08
87,131,68,0,0.701825,0.701825,0,2.31115e-08
88,131,68,0,8.04715,8.04715,0,1.69674e-08
89,131,68,0,10.5623,10.5623,0,1.50288e-08
90,131,68,0,2.97818,2.97818,0,4.05295e-09
91,131,68,0.0330479,0,0.0330479,5.91196e-09,0
86,132,68,0,1.74952,1.74952,0,4.82311e-08
87,132,68,0,1.64007,1.64007,0,3.93246e-08
94,132,68,0,14.486,14.486,0,1.59471e-08
95,132,68,0,18.4073,18.4073,0,3.20248e-07
96,132,68,0,1.48605,1.48605,0,4.25179e-08
97,132,68,5.28781,8.94647,14.2343,2.9348e-07,5.86061e-09
98,132,68,0,300.457,300.457,0,2.01083e-07
99,132,68,0,311.234,311.234,0,2.69147e-07
100,132,68,0,12.4559,12.4559,0,1.06875e-08
101,132,68,0.239081,0,0.239081,9.65075e-09,0
102,132,68,0,48.3981,48.3981,0,3.02292e-08
103,132,68,2.08014,0,2.08014,3.48773e-08,0
105,132,68,0,0.350983,0.350983,0,8.31679e-09
85,133,68,0,0.0452942,0.0452942,0,1.05996e-09
86,133,68,0,11.0306,11.0306,0,2.76159e-07
87,133,68,0,3.05456,3.05456,0,6.66106e-08
88,133,68,0,2.18094,2.18094,0,4.59289e-08
92,133,68,0,0.178071,0.178071,0,4.46643e-09
93,133,68,0,1.29423,1.29423,0,3.24902e-08
94,133,68,0,7.03197,7.03197,0,1.3668e-08
95,133,68,0,2.05064,2.05064,0,2.45716e-08
96,133,68,0,2.32582,2.32582,0,4.86737e-08
98,133,68,0,0.119577,0.119577,0,2.97781e-09
100,133,68,0.161304,1.09624,1.25755,1.09619e-08,2.98242e-08
101,133,68,0,1.3696,1.3696,0,4.21556e-08
